MACHINE,MODE,BATCH_SIZE,OPERATION,RUNNING TIME,LOG TIME,NOTE
Chihang Laptop,GPU,9,conv1,9.4645818074544277,2015-07-07 08:10:04.772011,
Chihang Laptop,GPU,9,ip1,2.8173923492431641,2015-07-07 08:10:04.772011,
Chihang Laptop,GPU,9,first step time,7958.705902099609,2015-07-07 08:10:04.772011,
Chihang Laptop,GPU,9,pool2,2.9664039611816406,2015-07-07 08:10:04.772011,
Chihang Laptop,GPU,9,pool1,7.0013999938964844,2015-07-07 08:10:04.772011,
Chihang Laptop,GPU,9,data,18.879334131876629,2015-07-07 08:10:04.772011,
Chihang Laptop,CPU,9,mean step time,20.223617553710938,2015-07-07 08:10:11.230706,
Chihang Laptop,CPU,9,loss,0.19200642903645834,2015-07-07 08:10:11.230706,
Chihang Laptop,CPU,9,relu1,0.19033749898274741,2015-07-07 08:10:11.230706,
Chihang Laptop,CPU,9,ip2,0.18334388732910156,2015-07-07 08:10:11.230706,
Chihang Laptop,CPU,9,conv2,4.1705767313639326,2015-07-07 08:10:11.230706,
Chihang Laptop,CPU,9,conv1,6.264607111612956,2015-07-07 08:10:11.230706,
Chihang Laptop,CPU,9,ip1,1.0346571604410808,2015-07-07 08:10:11.230706,
Chihang Laptop,CPU,9,first step time,6311.712026596069,2015-07-07 08:10:11.230706,
Chihang Laptop,CPU,9,pool2,1.323382059733073,2015-07-07 08:10:11.230706,
Chihang Laptop,CPU,9,pool1,4.796346028645833,2015-07-07 08:10:11.230706,
Chihang Laptop,CPU,9,data,6.4716339111328125,2015-07-07 08:10:11.230706,
Chihang Laptop,GPU,10,mean step time,46.435356140136719,2015-07-07 08:10:19.491643,
Chihang Laptop,GPU,10,loss,0.3662904103597005,2015-07-07 08:10:19.491643,
Chihang Laptop,GPU,10,relu1,0.51903724670410156,2015-07-07 08:10:19.491643,
Chihang Laptop,GPU,10,ip2,0.49630800882975257,2015-07-07 08:10:19.491643,
Chihang Laptop,GPU,10,conv2,7.1620941162109375,2015-07-07 08:10:19.491643,
Chihang Laptop,GPU,10,conv1,10.190089543660482,2015-07-07 08:10:19.491643,
Chihang Laptop,GPU,10,ip1,2.8270085652669272,2015-07-07 08:10:19.491643,
Chihang Laptop,GPU,10,first step time,7948.580026626587,2015-07-07 08:10:19.491643,
Chihang Laptop,GPU,10,pool2,2.916733423868815,2015-07-07 08:10:19.491643,
Chihang Laptop,GPU,10,pool1,7.473866144816081,2015-07-07 08:10:19.491643,
Chihang Laptop,GPU,10,data,20.35975456237793,2015-07-07 08:10:19.491643,
Chihang Laptop,CPU,10,mean step time,21.750370661417644,2015-07-07 08:10:25.933319,
Chihang Laptop,CPU,10,loss,0.15632311503092447,2015-07-07 08:10:25.933319,
Chihang Laptop,CPU,10,relu1,0.20996729532877603,2015-07-07 08:10:25.933319,
Chihang Laptop,CPU,10,ip2,0.18541018168131509,2015-07-07 08:10:25.933319,
Chihang Laptop,CPU,10,conv2,4.6195189158121748,2015-07-07 08:10:25.933319,
Chihang Laptop,CPU,10,conv1,6.9367090861002607,2015-07-07 08:10:25.933319,
Chihang Laptop,CPU,10,ip1,1.0770956675211589,2015-07-07 08:10:25.933319,
Chihang Laptop,CPU,10,first step time,6282.279014587402,2015-07-07 08:10:25.933319,
Chihang Laptop,CPU,10,pool2,1.4452934265136719,2015-07-07 08:10:25.933319,
Chihang Laptop,CPU,10,pool1,5.3219795227050781,2015-07-07 08:10:25.933319,
Chihang Laptop,CPU,10,data,7.1227550506591797,2015-07-07 08:10:25.933319,
Chihang Laptop,GPU,11,mean step time,49.376090367635094,2015-07-07 08:10:34.219945,
Chihang Laptop,GPU,11,loss,0.36660830179850262,2015-07-07 08:10:34.219945,
Chihang Laptop,GPU,11,relu1,0.51697095235188806,2015-07-07 08:10:34.219945,
Chihang Laptop,GPU,11,ip2,0.49908955891927087,2015-07-07 08:10:34.219945,
Chihang Laptop,GPU,11,conv2,7.7510674794514971,2015-07-07 08:10:34.219945,
Chihang Laptop,GPU,11,conv1,10.922670364379883,2015-07-07 08:10:34.219945,
Chihang Laptop,GPU,11,ip1,3.5623709360758462,2015-07-07 08:10:34.219945,
Chihang Laptop,GPU,11,first step time,7951.585054397583,2015-07-07 08:10:34.219945,
Chihang Laptop,GPU,11,pool2,3.7137667338053384,2015-07-07 08:10:34.219945,
Chihang Laptop,GPU,11,pool1,7.9243183135986328,2015-07-07 08:10:34.219945,
Chihang Laptop,GPU,11,data,21.877050399780273,2015-07-07 08:10:34.219945,
Chihang Laptop,CPU,11,mean step time,22.65342076619466,2015-07-07 08:10:40.695252,
Chihang Laptop,CPU,11,loss,0.15576680501302084,2015-07-07 08:10:40.695252,
Chihang Laptop,CPU,11,relu1,0.1983642578125,2015-07-07 08:10:40.695252,
Chihang Laptop,CPU,11,ip2,0.18898646036783853,2015-07-07 08:10:40.695252,
Chihang Laptop,CPU,11,conv2,5.0187110900878906,2015-07-07 08:10:40.695252,
Chihang Laptop,CPU,11,conv1,7.5590610504150391,2015-07-07 08:10:40.695252,
Chihang Laptop,CPU,11,ip1,1.1757214864095051,2015-07-07 08:10:40.695252,
Chihang Laptop,CPU,11,first step time,6306.172132492065,2015-07-07 08:10:40.695252,
Chihang Laptop,CPU,11,pool2,1.5649795532226562,2015-07-07 08:10:40.695252,
Chihang Laptop,CPU,11,pool1,5.7989756266276045,2015-07-07 08:10:40.695252,
Chihang Laptop,CPU,11,data,7.7452659606933594,2015-07-07 08:10:40.695252,
Chihang Laptop,GPU,12,mean step time,55.7403564453125,2015-07-07 08:10:49.704994,
Chihang Laptop,GPU,12,loss,0.368038813273112,2015-07-07 08:10:49.704994,
Chihang Laptop,GPU,12,relu1,0.51228205362955725,2015-07-07 08:10:49.704994,
Chihang Laptop,GPU,12,ip2,0.50004323323567712,2015-07-07 08:10:49.704994,
Chihang Laptop,GPU,12,conv2,8.0157121022542324,2015-07-07 08:10:49.704994,
Chihang Laptop,GPU,12,conv1,14.826615651448568,2015-07-07 08:10:49.704994,
Chihang Laptop,GPU,12,ip1,2.8808911641438804,2015-07-07 08:10:49.704994,
Chihang Laptop,GPU,12,first step time,8625.385999679565,2015-07-07 08:10:49.704994,
Chihang Laptop,GPU,12,pool2,2.9360453287760415,2015-07-07 08:10:49.704994,
Chihang Laptop,GPU,12,pool1,8.4033012390136719,2015-07-07 08:10:49.704994,
Chihang Laptop,GPU,12,data,28.893391291300457,2015-07-07 08:10:49.704994,
Chihang Laptop,CPU,12,mean step time,25.770028432210285,2015-07-07 08:10:56.538101,
Chihang Laptop,CPU,12,loss,0.20869572957356772,2015-07-07 08:10:56.538101,
Chihang Laptop,CPU,12,relu1,0.30422210693359375,2015-07-07 08:10:56.538101,
Chihang Laptop,CPU,12,ip2,0.19137064615885416,2015-07-07 08:10:56.538101,
Chihang Laptop,CPU,12,conv2,5.5301189422607422,2015-07-07 08:10:56.538101,
Chihang Laptop,CPU,12,conv1,9.4977219899495449,2015-07-07 08:10:56.538101,
Chihang Laptop,CPU,12,ip1,1.8673737843831379,2015-07-07 08:10:56.538101,
Chihang Laptop,CPU,12,first step time,6633.5108280181885,2015-07-07 08:10:56.538101,
Chihang Laptop,CPU,12,pool2,2.046982447306315,2015-07-07 08:10:56.538101,
Chihang Laptop,CPU,12,pool1,7.3676904042561846,2015-07-07 08:10:56.538101,
Chihang Laptop,CPU,12,data,9.4549655914306641,2015-07-07 08:10:56.538101,
Chihang Laptop,GPU,13,mean step time,60.847997665405273,2015-07-07 08:11:06.526191,
Chihang Laptop,GPU,13,loss,0.37399927775065106,2015-07-07 08:11:06.526191,
Chihang Laptop,GPU,13,relu1,0.51871935526529944,2015-07-07 08:11:06.526191,
Chihang Laptop,GPU,13,ip2,0.50497055053710938,2015-07-07 08:11:06.526191,
Chihang Laptop,GPU,13,conv2,8.4558327992757167,2015-07-07 08:11:06.526191,
Chihang Laptop,GPU,13,conv1,17.167409261067707,2015-07-07 08:11:06.526191,
Chihang Laptop,GPU,13,ip1,2.8403600056966147,2015-07-07 08:11:06.526191,
Chihang Laptop,GPU,13,first step time,9585.055828094482,2015-07-07 08:11:06.526191,
Chihang Laptop,GPU,13,pool2,2.9559930165608725,2015-07-07 08:11:06.526191,
Chihang Laptop,GPU,13,pool1,8.8600317637125645,2015-07-07 08:11:06.526191,
Chihang Laptop,GPU,13,data,26.481707890828449,2015-07-07 08:11:06.526191,
Chihang Laptop,CPU,13,mean step time,26.333252588907879,2015-07-07 08:11:13.177186,
Chihang Laptop,CPU,13,loss,0.15823046366373697,2015-07-07 08:11:13.177186,
Chihang Laptop,CPU,13,relu1,0.20702679951985678,2015-07-07 08:11:13.177186,
Chihang Laptop,CPU,13,ip2,0.19399325052897134,2015-07-07 08:11:13.177186,
Chihang Laptop,CPU,13,conv2,5.9139728546142578,2015-07-07 08:11:13.177186,
Chihang Laptop,CPU,13,conv1,8.8626543680826817,2015-07-07 08:11:13.177186,
Chihang Laptop,CPU,13,ip1,1.2620290120442708,2015-07-07 08:11:13.177186,
Chihang Laptop,CPU,13,first step time,6455.358982086182,2015-07-07 08:11:13.177186,
Chihang Laptop,CPU,13,pool2,1.7232894897460938,2015-07-07 08:11:13.177186,
Chihang Laptop,CPU,13,pool1,7.3459943135579424,2015-07-07 08:11:13.177186,
Chihang Laptop,CPU,13,data,9.0095996856689453,2015-07-07 08:11:13.177186,
Chihang Laptop,GPU,14,mean step time,67.940314610799149,2015-07-07 08:11:22.238914,
Chihang Laptop,GPU,14,loss,0.3833770751953125,2015-07-07 08:11:22.238914,
Chihang Laptop,GPU,14,relu1,0.51967302958170569,2015-07-07 08:11:22.238914,
Chihang Laptop,GPU,14,ip2,0.50870577494303382,2015-07-07 08:11:22.238914,
Chihang Laptop,GPU,14,conv2,8.8857014973958339,2015-07-07 08:11:22.238914,
Chihang Laptop,GPU,14,conv1,13.123750686645508,2015-07-07 08:11:22.238914,
Chihang Laptop,GPU,14,ip1,2.8836727142333984,2015-07-07 08:11:22.238914,
Chihang Laptop,GPU,14,first step time,8628.844022750854,2015-07-07 08:11:22.238914,
Chihang Laptop,GPU,14,pool2,2.9807090759277344,2015-07-07 08:11:22.238914,
Chihang Laptop,GPU,14,pool1,9.3187491099039708,2015-07-07 08:11:22.238914,
Chihang Laptop,GPU,14,data,32.634735107421875,2015-07-07 08:11:22.238914,
Chihang Laptop,CPU,14,mean step time,29.611666997273762,2015-07-07 08:11:28.949206,
Chihang Laptop,CPU,14,loss,0.15862782796223959,2015-07-07 08:11:28.949206,
Chihang Laptop,CPU,14,relu1,0.22435188293457031,2015-07-07 08:11:28.949206,
Chihang Laptop,CPU,14,ip2,0.20766258239746094,2015-07-07 08:11:28.949206,
Chihang Laptop,CPU,14,conv2,6.3431262969970703,2015-07-07 08:11:28.949206,
Chihang Laptop,CPU,14,conv1,9.6266269683837891,2015-07-07 08:11:28.949206,
Chihang Laptop,CPU,14,ip1,1.3512770334879558,2015-07-07 08:11:28.949206,
Chihang Laptop,CPU,14,first step time,6497.313022613525,2015-07-07 08:11:28.949206,
Chihang Laptop,CPU,14,pool2,1.9006729125976562,2015-07-07 08:11:28.949206,
Chihang Laptop,CPU,14,pool1,7.3525905609130859,2015-07-07 08:11:28.949206,
Chihang Laptop,CPU,14,data,9.922027587890625,2015-07-07 08:11:28.949206,
Chihang Laptop,GPU,15,mean step time,61.013062795003258,2015-07-07 08:11:38.386031,
Chihang Laptop,GPU,15,loss,0.36843617757161456,2015-07-07 08:11:38.386031,
