MACHINE,MODE,BATCH_SIZE,OPERATION,RUNNING TIME,LOG TIME,NOTE
Chihang Laptop,GPU,50,norm1,105.06145159403484,2015-07-07 12:03:57.104329,
Chihang Laptop,CPU,50,mean step time,496.19102478027344,2015-07-07 12:06:27.849505,
Chihang Laptop,CPU,50,loss,0.368038813273112,2015-07-07 12:06:27.849505,
Chihang Laptop,CPU,50,pool1_relu1_0_split,164.13760185241699,2015-07-07 12:06:27.849505,
Chihang Laptop,CPU,50,relu3,2.0167032877604165,2015-07-07 12:06:27.849505,
Chihang Laptop,CPU,50,relu2,45.667250951131187,2015-07-07 12:06:27.849505,
Chihang Laptop,CPU,50,relu1,164.0333334604899,2015-07-07 12:06:27.849505,
Chihang Laptop,CPU,50,conv3,34.801721572875977,2015-07-07 12:06:27.849505,
Chihang Laptop,CPU,50,conv2,124.10497665405273,2015-07-07 12:06:27.849505,
Chihang Laptop,CPU,50,conv1,220.87295850118002,2015-07-07 12:06:27.849505,
Chihang Laptop,CPU,50,ip1,0.62394142150878906,2015-07-07 12:06:27.849505,
Chihang Laptop,CPU,50,first step time,144988.6679649353,2015-07-07 12:06:27.849505,
Chihang Laptop,CPU,50,norm2,43.392737706502281,2015-07-07 12:06:27.849505,
Chihang Laptop,CPU,50,pool3,1.7803510030110676,2015-07-07 12:06:27.849505,
Chihang Laptop,CPU,50,pool2,45.563697814941406,2015-07-07 12:06:27.849505,
Chihang Laptop,CPU,50,pool1,183.78973007202148,2015-07-07 12:06:27.849505,
Chihang Laptop,CPU,50,data,221.58932685852051,2015-07-07 12:06:27.849505,
Chihang Laptop,CPU,50,norm1,163.59257698059082,2015-07-07 12:06:27.849505,
Chihang Laptop,GPU,60,mean step time,529.80772654215491,2015-07-07 12:10:32.812130,
Chihang Laptop,GPU,60,loss,0.51935513814290368,2015-07-07 12:10:32.812130,
Chihang Laptop,GPU,60,pool1_relu1_0_split,125.58293342590332,2015-07-07 12:10:32.812130,
Chihang Laptop,GPU,60,relu3,2.5959809621175132,2015-07-07 12:10:32.812130,
Chihang Laptop,GPU,60,relu2,45.325040817260742,2015-07-07 12:10:32.812130,
Chihang Laptop,GPU,60,relu1,126.27530097961426,2015-07-07 12:10:32.812130,
